crop,Tave_high,Tmax_high,Tmin_high,GDD>0_high,GDD>10_high,PRE_high,SSD_high,RAD_high,Tave_low,Tmax_low,Tmin_low,GDD>0_low,GDD>10_low,PRE_low,SSD_low,RAD_low
LR-SC,25.9 ,30.5 ,22.7 ,2300.6 ,1414.8 ,234.5 ,479.7 ,1320.7 ,25.1 ,29.9 ,21.7 ,2225.4 ,1338.7 ,243.6 ,446.9 ,1249.4 
LR-SC,26.8 ,31.2 ,23.6 ,2220.3 ,1390.3 ,275.9 ,546.5 ,1390.8 ,26.1 ,31.8 ,22.1 ,2648.1 ,1631.5 ,312.1 ,696.7 ,1739.2 
LR-SC,26.9 ,31.9 ,23.4 ,2405.1 ,1510.1 ,174.4 ,465.9 ,1307.4 ,25.4 ,30.2 ,22.0 ,2519.3 ,1529.3 ,266.3 ,560.6 ,1462.4 
LR-SC,26.8 ,31.8 ,23.1 ,2694.0 ,1689.0 ,385.5 ,615.9 ,1607.5 ,26.1 ,31.5 ,22.4 ,2474.9 ,1527.4 ,294.0 ,529.7 ,1418.7 
LR-SC,26.1 ,31.0 ,22.7 ,2532.8 ,1562.8 ,269.7 ,506.6 ,1408.0 ,26.5 ,31.6 ,22.9 ,2452.7 ,1526.0 ,342.5 ,513.0 ,1392.3 
LR-SC,26.3 ,30.6 ,23.2 ,2262.8 ,1402.8 ,250.1 ,575.3 ,1430.1 ,26.0 ,30.5 ,22.8 ,2364.1 ,1454.1 ,250.7 ,543.1 ,1401.8 
LR-SC,25.8 ,30.8 ,22.3 ,2377.6 ,1457.6 ,255.0 ,570.4 ,1446.6 ,26.3 ,31.5 ,22.9 ,2237.8 ,1387.8 ,262.2 ,523.4 ,1354.6 
LR-SC,25.1 ,29.7 ,22.0 ,2613.6 ,1573.6 ,1077.1 ,531.7 ,1424.0 ,25.3 ,29.9 ,22.2 ,2498.8 ,1508.8 ,1077.4 ,497.1 ,1345.8 
LR-SC,27.0 ,33.3 ,22.9 ,2779.8 ,1749.8 ,401.6 ,614.0 ,1641.6 ,26.9 ,33.0 ,22.8 ,2937.1 ,1847.1 ,400.1 ,601.6 ,1626.6 
LR-SC,25.2 ,30.6 ,21.6 ,2869.8 ,1729.8 ,439.3 ,702.1 ,1718.6 ,25.2 ,30.6 ,21.6 ,2817.3 ,1697.3 ,381.3 ,695.8 ,1694.3 
LR-SC,26.1 ,31.0 ,22.9 ,2479.2 ,1529.2 ,666.7 ,473.9 ,1363.5 ,26.0 ,31.3 ,22.6 ,2638.7 ,1625.3 ,846.9 ,539.5 ,1524.6 
LR-SC,25.5 ,30.1 ,22.5 ,2508.3 ,1523.3 ,793.4 ,472.8 ,1314.7 ,25.5 ,30.1 ,22.5 ,2522.3 ,1532.3 ,795.6 ,475.3 ,1322.2 
LR-SC,25.7 ,30.4 ,22.5 ,2569.9 ,1569.9 ,534.4 ,442.9 ,1300.0 ,24.9 ,29.7 ,21.6 ,2265.6 ,1354.3 ,496.5 ,445.1 ,1207.6 
LR-SC,25.3 ,30.3 ,22.1 ,2382.5 ,1442.5 ,417.3 ,546.4 ,1396.7 ,26.0 ,31.2 ,22.5 ,2413.6 ,1483.6 ,271.0 ,551.9 ,1427.1 
LR-SC,24.4 ,29.2 ,21.2 ,2513.6 ,1481.1 ,606.8 ,549.8 ,1429.3 ,25.3 ,30.8 ,21.6 ,2375.2 ,1435.2 ,630.9 ,511.2 ,1339.8 
LR-SC,26.2 ,30.6 ,23.2 ,2589.6 ,1599.6 ,176.1 ,587.1 ,1569.0 ,26.0 ,31.3 ,22.4 ,2340.1 ,1438.5 ,226.7 ,514.3 ,1368.2 
LR-SC,26.6 ,31.6 ,23.2 ,2661.7 ,1661.7 ,288.6 ,608.3 ,1590.6 ,26.7 ,31.6 ,23.3 ,2451.4 ,1534.7 ,208.6 ,533.7 ,1421.8 
LR-SC,25.5 ,30.5 ,21.7 ,2164.7 ,1314.7 ,297.6 ,491.4 ,1318.4 ,25.7 ,30.6 ,22.2 ,2409.2 ,1473.2 ,232.7 ,524.3 ,1420.5 
LR-SC,26.2 ,30.9 ,22.8 ,2281.1 ,1411.1 ,250.1 ,477.1 ,1307.3 ,25.6 ,30.7 ,22.2 ,2200.7 ,1340.7 ,255.3 ,478.4 ,1301.9 
LR-SC,25.9 ,30.5 ,22.6 ,2307.7 ,1417.7 ,247.8 ,509.2 ,1356.5 ,25.8 ,30.8 ,22.1 ,2250.7 ,1379.5 ,257.9 ,453.0 ,1255.8 
LR-SC,26.0 ,31.7 ,22.0 ,2419.6 ,1489.6 ,251.5 ,634.9 ,1561.2 ,26.6 ,31.0 ,23.3 ,2550.9 ,1590.9 ,354.5 ,591.0 ,1526.5 
LR-SC,26.9 ,31.4 ,23.7 ,2581.3 ,1621.3 ,212.1 ,543.7 ,1420.0 ,26.8 ,31.6 ,23.3 ,2448.7 ,1533.7 ,224.1 ,542.1 ,1404.6 
LR-SC,26.1 ,31.5 ,22.5 ,2381.0 ,1467.7 ,293.3 ,494.4 ,1349.4 ,27.3 ,32.6 ,23.6 ,2501.8 ,1585.1 ,342.2 ,577.3 ,1488.6 
LR-SC,26.7 ,31.7 ,23.1 ,2378.7 ,1488.7 ,211.2 ,555.1 ,1423.1 ,26.5 ,31.8 ,22.8 ,2355.9 ,1467.3 ,269.3 ,513.6 ,1348.1 
LR-SC,25.7 ,30.6 ,22.3 ,2625.0 ,1605.0 ,430.3 ,550.6 ,1437.8 ,26.9 ,32.0 ,23.2 ,2561.9 ,1606.9 ,339.9 ,568.8 ,1454.6 
LR-SC,27.6 ,32.1 ,24.3 ,2367.3 ,1510.7 ,224.9 ,534.2 ,1369.8 ,26.1 ,31.0 ,22.8 ,2252.7 ,1390.2 ,237.0 ,471.5 ,1246.3 
LR-SC,25.3 ,29.6 ,22.5 ,2603.3 ,1573.3 ,314.1 ,439.2 ,1261.3 ,26.3 ,30.7 ,23.4 ,2390.9 ,1480.9 ,469.6 ,402.0 ,1173.3 
LR-SC,26.2 ,31.4 ,22.7 ,2464.9 ,1524.9 ,167.7 ,522.4 ,1420.6 ,26.1 ,31.9 ,22.2 ,2295.9 ,1410.9 ,134.9 ,505.5 ,1334.0 
LR-SC,25.1 ,30.4 ,21.1 ,2178.0 ,1310.5 ,180.8 ,482.2 ,1286.1 ,24.9 ,30.1 ,21.1 ,2224.7 ,1331.4 ,214.6 ,514.1 ,1344.0 
LR-SC,25.3 ,30.4 ,21.6 ,2425.2 ,1465.2 ,227.8 ,586.5 ,1516.2 ,25.8 ,30.7 ,22.3 ,2497.2 ,1529.9 ,219.2 ,593.3 ,1534.6 
LR-SC,26.1 ,30.2 ,23.2 ,2508.0 ,1548.0 ,241.9 ,498.6 ,1376.8 ,26.0 ,30.0 ,23.1 ,2521.2 ,1551.2 ,251.7 ,493.4 ,1369.9 
LR-SC,26.8 ,31.8 ,23.3 ,2451.5 ,1536.5 ,192.4 ,543.1 ,1442.5 ,25.9 ,31.1 ,22.3 ,2266.2 ,1390.2 ,111.0 ,482.4 ,1298.9 
LR-SC,26.3 ,30.7 ,23.0 ,2783.5 ,1723.5 ,175.9 ,686.0 ,1741.4 ,27.2 ,31.3 ,24.2 ,2451.5 ,1551.5 ,137.2 ,595.2 ,1510.5 
LR-SC,26.3 ,31.5 ,22.6 ,2364.8 ,1464.8 ,205.0 ,493.0 ,1314.5 ,27.4 ,32.7 ,23.6 ,2464.9 ,1562.4 ,200.6 ,554.9 ,1438.7 
LR-SC,26.1 ,31.4 ,22.3 ,2520.3 ,1551.5 ,238.7 ,611.2 ,1505.7 ,26.7 ,32.0 ,22.9 ,2571.4 ,1606.4 ,244.7 ,559.2 ,1454.3 
LR-SC,27.2 ,31.9 ,23.8 ,2340.1 ,1480.1 ,171.9 ,480.0 ,1279.6 ,26.8 ,31.9 ,23.3 ,2388.0 ,1498.0 ,191.8 ,489.0 ,1312.2 
LR-SC,25.1 ,29.8 ,21.7 ,2386.4 ,1436.4 ,441.9 ,486.8 ,1301.8 ,24.7 ,29.2 ,21.3 ,2614.5 ,1562.9 ,512.9 ,526.2 ,1423.5 
LR-SC,24.6 ,30.4 ,20.9 ,2265.3 ,1345.3 ,298.3 ,553.9 ,1388.8 ,24.6 ,30.4 ,20.9 ,2265.3 ,1345.3 ,298.3 ,553.9 ,1388.8 
LR-SC,26.1 ,30.9 ,22.9 ,2743.4 ,1693.4 ,417.6 ,633.5 ,1609.0 ,25.5 ,30.3 ,22.2 ,2571.7 ,1561.7 ,381.8 ,581.8 ,1471.1 
LR-SC,26.2 ,30.4 ,23.3 ,2514.1 ,1554.1 ,413.8 ,585.1 ,1521.8 ,24.5 ,28.7 ,21.7 ,2306.6 ,1367.3 ,425.6 ,543.2 ,1413.2 
LR-SC,26.4 ,31.1 ,23.2 ,2565.4 ,1595.4 ,122.7 ,578.9 ,1531.6 ,28.2 ,32.9 ,24.8 ,2615.5 ,1685.5 ,243.6 ,577.4 ,1546.0 
LR-SC,23.9 ,28.7 ,20.6 ,2200.9 ,1280.9 ,210.0 ,556.8 ,1439.5 ,24.2 ,28.9 ,20.8 ,2318.9 ,1360.0 ,265.2 ,579.8 ,1503.7 
LR-SC,24.8 ,28.8 ,21.8 ,2085.6 ,1245.6 ,226.6 ,406.4 ,1118.3 ,24.6 ,29.0 ,21.4 ,2582.2 ,1532.2 ,244.3 ,577.8 ,1489.8 
LR-SC,24.3 ,30.1 ,20.5 ,2335.7 ,1375.7 ,289.5 ,511.8 ,1377.7 ,25.8 ,30.8 ,22.4 ,2360.5 ,1447.2 ,282.0 ,518.5 ,1383.6 
LR-SC,24.8 ,30.4 ,20.8 ,2229.6 ,1329.6 ,226.5 ,572.3 ,1402.9 ,23.3 ,27.5 ,20.2 ,2794.9 ,1594.9 ,288.4 ,728.3 ,1741.9 
LR-SC,27.0 ,31.6 ,23.6 ,2404.0 ,1514.0 ,346.6 ,525.2 ,1381.7 ,27.0 ,31.5 ,23.5 ,2373.4 ,1493.4 ,326.4 ,515.9 ,1359.3 
M-NCP,26.2 ,31.7 ,21.5 ,2460.7 ,1520.7 ,620.0 ,688.3 ,1726.5 ,26.2 ,31.7 ,21.5 ,2460.7 ,1520.7 ,620.0 ,688.3 ,1726.5 
M-NCP,25.2 ,30.3 ,21.2 ,2720.3 ,1640.3 ,289.9 ,657.1 ,1671.8 ,25.2 ,30.3 ,21.3 ,2713.7 ,1638.7 ,291.5 ,652.4 ,1669.9 
M-NCP,23.8 ,29.5 ,19.3 ,2401.7 ,1391.7 ,223.9 ,562.7 ,1461.6 ,24.1 ,29.8 ,19.5 ,2530.8 ,1480.8 ,224.1 ,580.3 ,1530.5 
M-NCP,25.0 ,30.3 ,20.4 ,2648.4 ,1588.4 ,227.2 ,631.6 ,1639.9 ,24.8 ,30.2 ,20.3 ,2724.6 ,1626.6 ,227.2 ,655.4 ,1688.1 
M-NCP,24.7 ,30.7 ,19.4 ,2666.7 ,1586.7 ,406.0 ,607.1 ,1648.6 ,24.7 ,30.7 ,19.4 ,2666.7 ,1586.7 ,406.0 ,607.1 ,1648.6 
M-NCP,25.1 ,30.6 ,20.3 ,2684.8 ,1614.8 ,228.1 ,552.4 ,1555.6 ,25.3 ,30.8 ,20.5 ,2565.4 ,1550.4 ,217.2 ,534.5 ,1497.3 
M-NCP,24.9 ,30.5 ,20.1 ,2485.3 ,1485.3 ,358.3 ,592.4 ,1581.3 ,24.9 ,30.5 ,20.1 ,2485.3 ,1485.3 ,358.3 ,592.4 ,1581.3 
M-NCP,25.3 ,31.4 ,20.2 ,2529.5 ,1529.5 ,327.5 ,718.0 ,1812.5 ,24.6 ,30.5 ,19.7 ,2558.2 ,1518.2 ,345.5 ,708.7 ,1797.8 
M-NCP,26.0 ,31.4 ,21.5 ,2834.2 ,1744.2 ,295.7 ,685.4 ,1793.4 ,26.0 ,31.4 ,21.5 ,2706.8 ,1666.8 ,282.4 ,650.5 ,1692.4 
M-NCP,26.1 ,30.9 ,22.2 ,2606.2 ,1606.2 ,245.7 ,563.4 ,1557.7 ,26.1 ,30.9 ,22.2 ,2606.2 ,1606.2 ,245.7 ,563.4 ,1557.7 
M-NCP,25.2 ,30.0 ,21.2 ,2717.9 ,1637.9 ,460.2 ,588.8 ,1578.0 ,24.3 ,29.6 ,20.2 ,2599.1 ,1529.1 ,405.7 ,800.4 ,1875.7 
M-NCP,24.3 ,30.1 ,19.5 ,2555.8 ,1505.8 ,334.7 ,590.0 ,1582.1 ,24.3 ,30.0 ,19.5 ,2530.4 ,1490.4 ,334.9 ,580.6 ,1560.6 
M-NCP,24.1 ,29.7 ,19.6 ,2510.1 ,1470.1 ,463.6 ,687.4 ,1697.8 ,23.9 ,29.4 ,19.4 ,2552.6 ,1482.6 ,469.8 ,705.6 ,1730.6 
M-NCP,24.9 ,30.0 ,20.7 ,2761.3 ,1651.3 ,358.9 ,663.9 ,1731.8 ,24.9 ,30.0 ,20.7 ,2761.3 ,1651.3 ,358.9 ,663.9 ,1731.8 
M-NCP,25.1 ,30.1 ,20.6 ,2686.0 ,1616.0 ,368.4 ,798.9 ,1892.3 ,25.2 ,30.2 ,20.7 ,2678.8 ,1613.8 ,355.5 ,798.9 ,1889.9 
M-NCP,25.4 ,30.9 ,20.8 ,2701.7 ,1636.7 ,361.4 ,576.0 ,1583.6 ,25.4 ,30.9 ,20.8 ,2714.1 ,1644.1 ,361.4 ,576.3 ,1588.0 
M-NCP,24.5 ,29.4 ,20.5 ,2739.4 ,1619.4 ,426.2 ,582.8 ,1596.2 ,24.9 ,29.9 ,20.7 ,2714.2 ,1624.2 ,365.3 ,599.0 ,1616.5 
M-NCP,24.9 ,30.0 ,20.4 ,2747.6 ,1645.1 ,324.2 ,588.1 ,1596.8 ,25.2 ,30.4 ,20.6 ,2674.9 ,1614.9 ,281.6 ,577.0 ,1559.6 
M-NCP,25.0 ,30.0 ,21.0 ,2727.6 ,1637.6 ,262.8 ,757.5 ,1850.4 ,24.8 ,29.6 ,20.9 ,2675.6 ,1595.6 ,279.9 ,731.1 ,1793.9 
M-NCP,25.2 ,30.6 ,20.4 ,2645.2 ,1595.2 ,289.1 ,641.5 ,1684.4 ,24.4 ,29.7 ,19.8 ,2829.9 ,1669.9 ,339.1 ,666.3 ,1773.4 
M-NCP,25.3 ,30.7 ,21.0 ,2633.3 ,1593.3 ,241.0 ,475.1 ,1469.4 ,25.3 ,30.7 ,21.0 ,2633.3 ,1593.3 ,241.0 ,475.1 ,1469.4 
M-NCP,25.1 ,30.0 ,21.1 ,2483.1 ,1493.1 ,455.0 ,330.8 ,1221.4 ,25.0 ,30.0 ,21.1 ,2535.6 ,1522.2 ,483.8 ,331.5 ,1242.2 
M-NCP,24.2 ,29.0 ,20.6 ,2545.6 ,1495.6 ,331.5 ,512.1 ,1510.6 ,24.4 ,29.2 ,20.8 ,2637.9 ,1557.9 ,331.5 ,527.0 ,1568.7 
M-NCP,22.9 ,29.1 ,18.5 ,2707.9 ,1527.9 ,447.9 ,675.0 ,1823.4 ,23.0 ,29.1 ,18.5 ,2595.5 ,1465.5 ,444.4 ,649.5 ,1751.3 
M-NCP,25.1 ,29.7 ,21.6 ,2531.6 ,1521.6 ,587.0 ,472.6 ,1430.9 ,24.9 ,29.6 ,21.5 ,2517.0 ,1507.0 ,569.1 ,468.7 ,1409.2 
M-NCP,24.8 ,29.5 ,21.4 ,2477.4 ,1477.4 ,631.1 ,409.5 ,1309.6 ,24.9 ,29.6 ,21.4 ,2511.1 ,1501.1 ,631.1 ,414.7 ,1331.4 
M-NCP,25.2 ,29.8 ,21.9 ,2595.4 ,1565.4 ,507.0 ,490.9 ,1462.6 ,25.2 ,29.8 ,21.9 ,2584.6 ,1559.6 ,507.0 ,486.3 ,1453.1 
M-NCP,25.4 ,30.1 ,21.1 ,2713.6 ,1643.6 ,492.7 ,557.4 ,1592.7 ,25.4 ,30.1 ,21.1 ,2713.6 ,1643.6 ,492.7 ,557.4 ,1592.7 
M-NCP,25.6 ,29.9 ,22.0 ,2537.9 ,1545.9 ,560.6 ,562.1 ,1561.3 ,25.8 ,30.2 ,22.2 ,2530.8 ,1550.8 ,625.1 ,613.1 ,1640.1 
M-NCP,25.1 ,30.3 ,21.4 ,2582.5 ,1552.5 ,328.4 ,546.5 ,1536.4 ,25.2 ,30.3 ,21.5 ,2542.6 ,1532.6 ,328.4 ,526.3 ,1501.3 
M-NCP,25.9 ,30.5 ,22.1 ,2665.3 ,1635.3 ,324.4 ,533.3 ,1544.8 ,25.6 ,30.2 ,21.8 ,2913.8 ,1773.8 ,337.4 ,579.2 ,1679.6 
M-NCP,24.5 ,30.0 ,20.5 ,2570.4 ,1520.4 ,333.4 ,469.7 ,1416.7 ,24.5 ,30.0 ,20.5 ,2570.4 ,1520.4 ,333.4 ,469.7 ,1416.7 
M-NCP,24.4 ,29.5 ,20.4 ,2571.8 ,1519.3 ,514.8 ,546.8 ,1555.8 ,24.4 ,29.5 ,20.4 ,2598.9 ,1533.9 ,514.8 ,551.7 ,1569.1 
M-NCP,23.8 ,28.4 ,20.2 ,2827.4 ,1637.4 ,508.0 ,634.8 ,1776.9 ,23.8 ,28.4 ,20.2 ,2827.4 ,1637.4 ,508.0 ,634.8 ,1776.9 
M-NCP,24.5 ,29.8 ,20.0 ,2991.7 ,1771.7 ,515.3 ,736.1 ,1967.1 ,24.5 ,29.8 ,20.0 ,3003.1 ,1778.1 ,515.6 ,738.0 ,1972.2 
M-NCP,24.7 ,29.7 ,20.7 ,2644.1 ,1574.1 ,434.3 ,795.6 ,1887.6 ,24.7 ,29.7 ,20.7 ,2644.1 ,1574.1 ,434.3 ,795.6 ,1887.6 
M-NCP,23.2 ,28.3 ,19.1 ,2505.0 ,1425.0 ,406.9 ,498.4 ,1403.6 ,23.2 ,28.3 ,19.1 ,2505.0 ,1425.0 ,406.9 ,498.4 ,1403.6 
M-NCP,24.5 ,29.4 ,20.5 ,2766.4 ,1636.4 ,437.7 ,608.3 ,1652.9 ,24.5 ,29.4 ,20.5 ,2766.4 ,1636.4 ,437.7 ,608.3 ,1652.9 
M-NCP,24.1 ,29.0 ,20.3 ,2727.7 ,1597.7 ,594.4 ,708.4 ,1786.0 ,24.1 ,29.0 ,20.3 ,2727.7 ,1597.7 ,594.4 ,708.4 ,1786.0 
M-NCP,24.5 ,29.5 ,20.3 ,2600.6 ,1540.6 ,398.7 ,719.0 ,1780.0 ,24.6 ,29.7 ,20.4 ,2587.4 ,1537.4 ,398.7 ,720.9 ,1777.5 
M-NCP,24.3 ,29.2 ,20.0 ,2773.9 ,1633.9 ,239.9 ,674.9 ,1779.6 ,24.2 ,29.2 ,19.7 ,2958.3 ,1738.3 ,290.1 ,766.0 ,2009.3 
M-NCP,24.7 ,29.5 ,20.8 ,2720.2 ,1620.2 ,584.5 ,625.6 ,1644.2 ,25.0 ,29.7 ,21.0 ,2569.9 ,1539.9 ,581.9 ,597.9 ,1556.8 
M-NCP,23.2 ,28.5 ,19.3 ,2454.6 ,1394.6 ,368.3 ,580.2 ,1516.6 ,23.5 ,28.9 ,19.5 ,2523.9 ,1448.9 ,362.0 ,595.3 ,1564.6 
M-NCP,25.0 ,30.3 ,20.7 ,2704.3 ,1624.3 ,534.8 ,680.8 ,1757.2 ,25.0 ,30.2 ,20.7 ,2651.8 ,1591.8 ,537.1 ,656.2 ,1703.1 
M-NCP,25.3 ,30.0 ,21.3 ,2628.7 ,1588.7 ,419.1 ,589.2 ,1577.9 ,24.9 ,29.6 ,21.0 ,2758.4 ,1648.4 ,431.0 ,611.6 ,1647.8 
M-NCP,24.0 ,28.9 ,20.1 ,2592.7 ,1512.7 ,399.7 ,620.2 ,1613.1 ,24.0 ,29.0 ,20.1 ,2619.5 ,1529.5 ,399.7 ,625.3 ,1628.6 
M-NCP,23.9 ,28.8 ,20.1 ,2674.7 ,1554.7 ,432.1 ,605.0 ,1637.2 ,23.6 ,28.5 ,19.8 ,2692.8 ,1552.8 ,426.4 ,616.5 ,1656.8 
M-NCP,24.8 ,29.8 ,20.5 ,2644.1 ,1576.1 ,457.4 ,630.3 ,1651.4 ,24.6 ,29.6 ,20.4 ,2682.9 ,1592.9 ,474.0 ,630.4 ,1667.5 
M-NCP,24.9 ,29.6 ,21.0 ,2712.0 ,1622.0 ,364.2 ,808.2 ,1926.1 ,24.8 ,29.6 ,20.9 ,2743.6 ,1638.6 ,363.0 ,825.2 ,1955.0 
M-NCP,23.9 ,29.5 ,19.2 ,2633.2 ,1533.2 ,352.4 ,613.0 ,1641.6 ,23.9 ,29.5 ,19.2 ,2633.2 ,1533.2 ,352.4 ,613.0 ,1641.6 
M-NCP,24.8 ,30.0 ,20.7 ,2695.6 ,1608.6 ,271.3 ,611.8 ,1633.2 ,24.8 ,30.0 ,20.7 ,2761.2 ,1646.2 ,274.5 ,621.0 ,1667.1 
M-NCP,25.2 ,30.6 ,20.8 ,2595.0 ,1565.0 ,384.0 ,541.6 ,1551.0 ,25.2 ,30.6 ,20.8 ,2595.0 ,1565.0 ,384.0 ,541.6 ,1551.0 
M-NCP,25.4 ,30.0 ,21.7 ,2636.5 ,1596.5 ,512.4 ,456.9 ,1442.4 ,25.4 ,30.0 ,21.7 ,2636.5 ,1596.5 ,512.4 ,456.9 ,1442.4 
M-NCP,23.4 ,29.0 ,19.7 ,2553.7 ,1463.7 ,215.9 ,574.1 ,1625.7 ,23.6 ,29.2 ,19.9 ,2599.2 ,1499.2 ,201.2 ,584.7 ,1654.7 
M-NCP,25.3 ,30.5 ,21.1 ,2567.3 ,1550.6 ,244.5 ,639.4 ,1713.3 ,25.4 ,30.8 ,21.1 ,2544.0 ,1544.0 ,219.5 ,652.4 ,1734.1 
M-NCP,24.8 ,29.9 ,21.0 ,2626.5 ,1566.5 ,380.8 ,556.1 ,1587.3 ,24.8 ,30.0 ,21.0 ,2604.6 ,1554.6 ,380.8 ,563.5 ,1596.3 
M-NCP,24.6 ,29.8 ,20.9 ,2412.5 ,1432.5 ,441.6 ,432.1 ,1348.9 ,24.7 ,29.9 ,21.0 ,2395.8 ,1425.8 ,441.6 ,421.7 ,1330.6 
M-NCP,25.6 ,30.2 ,22.1 ,2556.1 ,1556.1 ,354.9 ,470.9 ,1405.1 ,25.8 ,30.6 ,22.0 ,2654.9 ,1624.9 ,348.8 ,457.1 ,1417.3 
M-NCP,25.2 ,29.8 ,21.3 ,2718.8 ,1638.8 ,275.9 ,581.3 ,1583.7 ,25.2 ,29.8 ,21.3 ,2718.8 ,1638.8 ,275.9 ,581.3 ,1583.7 
M-NCP,25.5 ,30.4 ,21.8 ,2689.7 ,1634.7 ,374.9 ,581.8 ,1618.5 ,25.1 ,30.0 ,21.5 ,2866.5 ,1726.5 ,378.7 ,609.7 ,1713.6 
M-NCP,24.2 ,29.3 ,20.2 ,2733.4 ,1603.4 ,571.7 ,594.8 ,1669.1 ,24.2 ,29.3 ,20.2 ,2733.4 ,1603.4 ,571.7 ,594.8 ,1669.1 
M-NCP,24.8 ,30.2 ,20.3 ,2812.0 ,1679.5 ,422.8 ,691.2 ,1850.9 ,24.6 ,29.6 ,20.3 ,2935.9 ,1740.9 ,428.0 ,592.5 ,1675.0 
M-NCP,24.8 ,30.5 ,20.1 ,2365.1 ,1410.1 ,301.7 ,657.9 ,1629.7 ,24.3 ,30.0 ,19.7 ,2351.5 ,1381.5 ,296.6 ,659.2 ,1612.6 
M-NCP,24.1 ,29.5 ,19.5 ,2484.2 ,1454.2 ,313.8 ,704.0 ,1726.1 ,24.0 ,29.4 ,19.5 ,2526.9 ,1475.2 ,313.9 ,709.2 ,1742.8 
